path,class,split,source
ml\data\processed\train\major_damage\synthetic_major_damage_01194.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01195.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01196.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01197.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01198.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01199.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01200.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01201.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01202.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01203.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01204.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01205.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01206.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01207.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01208.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01209.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01210.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01211.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01212.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01213.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01214.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01215.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01216.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01217.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01218.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01219.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01220.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01221.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01222.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01223.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01224.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01225.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01226.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01227.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01228.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01229.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01230.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01231.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01232.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01233.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01234.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01235.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01236.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01237.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01238.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01239.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01240.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01241.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01242.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01243.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01244.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01245.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01246.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01247.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01248.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01249.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01250.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01251.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01252.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01253.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01254.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01255.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01256.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01257.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01258.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01259.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01260.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01261.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01262.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01263.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01264.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01265.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01266.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01267.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01268.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01269.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01270.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01271.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01272.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01273.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01274.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01275.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01276.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01277.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01278.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01279.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01280.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01281.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01282.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01283.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01284.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01285.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01286.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01287.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01288.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01289.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01290.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01291.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01292.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01293.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01294.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01295.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01296.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01297.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01298.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01299.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01300.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01301.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01302.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01303.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01304.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01305.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01306.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01307.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01308.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01309.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01310.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01311.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01312.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01313.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01314.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01315.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01316.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01317.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01318.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01319.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01320.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01321.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01322.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01323.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01324.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01325.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01326.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01327.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01328.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01329.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01330.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01331.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01332.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01333.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01334.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01335.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01336.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01337.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01338.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01339.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01340.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01341.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01342.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01343.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01344.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01345.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01346.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01347.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01348.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01349.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01350.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01351.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01352.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01353.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01354.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01355.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01356.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01357.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01358.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01359.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01360.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01361.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01362.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01363.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01364.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01365.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01366.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01367.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01368.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01369.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01370.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01371.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01372.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01373.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01374.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01375.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01376.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01377.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01378.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01379.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01380.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01381.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01382.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01383.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01384.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01385.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01386.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01387.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01388.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01389.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01390.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01391.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01392.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01393.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01394.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01395.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01396.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01397.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01398.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01399.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01400.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01401.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01402.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01403.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01404.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01405.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01406.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01407.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01408.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01409.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01410.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01411.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01412.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01413.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01414.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01415.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01416.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01417.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01418.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01419.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01420.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01421.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01422.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01423.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01424.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01425.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01426.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01427.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01428.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01429.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01430.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01431.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01432.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01433.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01434.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01435.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01436.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01437.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01438.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01439.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01440.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01441.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01442.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01443.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01444.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01445.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01446.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01447.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01448.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01449.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01450.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01451.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01452.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01453.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01454.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01455.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01456.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01457.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01458.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01459.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01460.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01461.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01462.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01463.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01464.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01465.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01466.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01467.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01468.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01469.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01470.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01471.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01472.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01473.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01474.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01475.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01476.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01477.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01478.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01479.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01480.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01481.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01482.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01483.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01484.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01485.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01486.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01487.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01488.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01489.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01490.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01491.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01492.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01493.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01494.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01495.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01496.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01497.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01498.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01499.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01500.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01501.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01502.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01503.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01504.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01505.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01506.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01507.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01508.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01509.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01510.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01511.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01512.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01513.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01514.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01515.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01516.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01517.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01518.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01519.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01520.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01521.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01522.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01523.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01524.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01525.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01526.png,major_damage,train,synthetic
